id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KCND2	4	0.071215	0.13602	0.820598	3083	1	-0.0052177	0.20346	0.33213	0.999927	6071	1	-0.0052177
MBD5	4	0.93656	0.91812	0.981751	17882	0	0.34607	0.20351	0.33213	0.999927	6072	2	0.34607
SULT6B1	4	0.33917	0.40642	0.864543	8953	1	0.33319	0.20379	0.33213	0.999927	6073	2	0.33319
PCDHGA6	4	0.78904	0.73664	0.932695	15058	0	0.1701	0.20385	0.33213	0.999927	6074	2	0.1701
GDNF-AS1	4	0.15713	0.23451	0.820598	5082	1	0.10178	0.20385	0.33213	0.999927	6075	2	0.10178
SRRD	4	0.87058	0.83642	0.960545	16649	0	-0.038094	0.20386	0.33213	0.999927	6076	1	-0.038094
EDIL3	4	0.60254	0.5722	0.894736	11925	1	0.22197	0.20399	0.33213	0.999927	6077	1	0.22197
PRR25	4	0.93721	0.91997	0.982413	17902	0	0.23797	0.20401	0.33213	0.999927	6078	2	0.23797
CYP2A13	4	0.86402	0.82368	0.953126	16524	0	0.23604	0.20403	0.33213	0.999927	6079	2	0.23604
UGGT2	4	0.54671	0.53471	0.894736	11190	1	-0.05025	0.20417	0.33213	0.999927	6080	1	-0.05025
RANBP2	4	0.19311	0.27301	0.820598	5904	1	0.058843	0.20418	0.33213	0.999927	6081	2	0.058843
HN1	4	0.41223	0.45553	0.894736	9624	1	0.3027	0.20421	0.33213	0.999927	6082	2	0.3027
TRPT1	4	0.81483	0.77159	0.941928	15601	0	0.28197	0.20426	0.33213	0.999927	6083	2	0.28197
SLC5A5	4	0.72309	0.67295	0.930787	13805	1	0.12725	0.20428	0.33213	0.999927	6084	1	0.12725
CPA3	4	0.071683	0.13602	0.820598	3101	1	0.090061	0.20432	0.33213	0.999927	6085	2	0.090061
SERF2	4	0.76716	0.71854	0.932695	14662	0	0.23521	0.20442	0.33213	0.999927	6086	2	0.23521
ATG10	4	0.23232	0.29742	0.820598	6794	2	-0.10853	0.20447	0.33213	0.999927	6087	1	-0.10853
HS3ST3B1	4	0.005581	0.012076	0.585905	390	2	0.01332	0.20454	0.33213	0.999927	6088	2	0.01332
PGA3	4	0.72388	0.67461	0.930807	13823	1	0.12472	0.20455	0.33213	0.999927	6089	2	0.12472
GSTM2	4	0.77015	0.72315	0.932695	14708	0	0.26401	0.2046	0.33213	0.999927	6090	2	0.26401
FERMT1	4	0.78385	0.73369	0.932695	14955	0	0.15806	0.20465	0.33213	0.999927	6091	2	0.15806
ZNF675	4	0.94943	0.93673	0.986234	18146	0	0.23366	0.20471	0.33213	0.999927	6092	2	0.23366
C2orf69	4	0.90268	0.87247	0.96551	17242	0	0.12521	0.20471	0.33213	0.999927	6093	2	0.12521
LRRN3	4	0.3195	0.39051	0.853577	8692	2	-0.0627	0.20471	0.33213	0.999927	6094	1	-0.0627
OR1L1	4	0.9137	0.88485	0.968503	17451	0	0.25943	0.20475	0.33213	0.999927	6095	2	0.25943
ARMS2	4	0.86346	0.82368	0.953126	16509	0	0.21163	0.20478	0.33213	0.999927	6096	2	0.21163
PAFAH1B3	4	0.11634	0.20112	0.820598	4181	1	-0.18341	0.20478	0.33213	0.999927	6097	1	-0.18341
DYNC1I2	4	0.013072	0.036242	0.728574	744	1	0.12491	0.20489	0.33213	0.999927	6098	2	0.12491
RET	4	0.6378	0.5854	0.894736	12427	1	0.16977	0.205	0.33213	0.999927	6099	2	0.16977
DDX6	4	0.075582	0.14737	0.820598	3245	2	-0.093076	0.20504	0.33306	0.999927	6100	1	-0.093076
SEC11C	4	0.10565	0.18994	0.820598	3961	2	-0.39545	0.20504	0.33306	0.999927	6101	1	-0.39545
C21orf140	4	0.82011	0.77694	0.941928	15703	0	0.35992	0.20522	0.334	0.999927	6102	2	0.35992
RNF126	4	0.91979	0.89428	0.972573	17565	0	0.18758	0.2053	0.334	0.999927	6103	2	0.18758
NTMT1	4	0.086028	0.16328	0.820598	3506	2	-0.12362	0.2053	0.334	0.999927	6104	1	-0.12362
PA2G4	4	0.06096	0.11682	0.820598	2671	1	0.030983	0.20534	0.334	0.999927	6105	2	0.030983
ZMYM6NB	4	0.74738	0.70103	0.932695	14261	0	0.047276	0.20534	0.334	0.999927	6106	2	0.047276
GTF2IRD1	4	0.069144	0.13136	0.820598	3002	2	-0.22744	0.20548	0.334	0.999927	6107	1	-0.22744
GTSF1	4	0.68076	0.62167	0.907459	13079	1	0.25105	0.20552	0.334	0.999927	6108	1	0.25105
GPX6	4	0.8481	0.80315	0.943623	16220	0	0.20408	0.20554	0.334	0.999927	6109	2	0.20408
GREM1	4	0.11328	0.19728	0.820598	4120	1	-0.19214	0.20557	0.334	0.999927	6110	1	-0.19214
NPIPA8	4	0.84595	0.80194	0.943623	16179	0	0.18913	0.20559	0.334	0.999927	6111	2	0.18913
MAD2L1	4	0.14831	0.22279	0.820598	4889	1	-0.2092	0.20561	0.334	0.999927	6112	1	-0.2092
RPS6KC1	4	0.69097	0.63654	0.916504	13271	1	0.22022	0.20565	0.334	0.999927	6113	2	0.22022
FNDC9	4	0.10637	0.1906	0.820598	3976	1	-0.13337	0.20566	0.334	0.999927	6114	1	-0.13337
GIMAP6	4	0.82497	0.78076	0.941928	15794	0	0.018691	0.2057	0.334	0.999927	6115	1	0.018691
CES3	4	0.21294	0.28174	0.820598	6374	1	-0.041399	0.20579	0.334	0.999927	6116	1	-0.041399
PFDN6	4	0.77144	0.72315	0.932695	14726	0	0.19359	0.20579	0.334	0.999927	6117	2	0.19359
MS4A15	4	0.51986	0.52474	0.894736	10849	1	0.086382	0.20587	0.334	0.999927	6118	1	0.086382
KRTAP1-4	4	0.74872	0.70421	0.932695	14290	0	-0.017506	0.20591	0.334	0.999927	6119	2	-0.017506
CFI	4	0.9199	0.89428	0.972573	17569	0	0.11579	0.20592	0.334	0.999927	6120	2	0.11579
OR7C1	4	0.48452	0.5033	0.894736	10422	1	0.36171	0.20596	0.334	0.999927	6121	2	0.36171
RABGEF1	4	0.64369	0.58702	0.894736	12504	1	0.19554	0.20602	0.334	0.999927	6122	2	0.19554
CLIC6	4	0.32465	0.39511	0.857649	8783	1	-0.023382	0.20605	0.334	0.999927	6123	1	-0.023382
ZNF518B	4	0.75999	0.71221	0.932695	14530	0	0.026528	0.20606	0.334	0.999927	6124	2	0.026528
OLFML1	4	0.07158	0.13602	0.820598	3097	3	-0.29568	0.20614	0.334	0.999927	6125	1	-0.29568
PPAT	4	0.56622	0.54926	0.894736	11455	1	0.20322	0.20626	0.334	0.999927	6126	2	0.20322
SCIMP	4	0.91989	0.89428	0.972573	17568	0	0.15135	0.2063	0.334	0.999927	6127	2	0.15135
ENDOD1	4	0.87789	0.84962	0.96551	16777	0	-0.01173	0.20631	0.334	0.999927	6128	1	-0.01173
FRZB	4	0.60641	0.57385	0.894736	11979	1	0.12034	0.20635	0.334	0.999927	6129	2	0.12034
TTC12	4	0.048259	0.0924	0.799779	2189	2	-0.019179	0.20637	0.334	0.999927	6130	2	-0.019179
ATP8B4	2	0.03684	0.060688	0.728574	1750	1	-0.18589	0.20648	0.24946	0.951601	6131	1	-0.18589
CCL8	4	0.72826	0.6828	0.930807	13898	1	0.0036518	0.20651	0.334	0.999927	6132	1	0.0036518
ZFHX2	4	0.76361	0.71537	0.932695	14599	0	0.1681	0.20653	0.334	0.999927	6133	2	0.1681
MYO9B	4	0.82321	0.78076	0.941928	15766	0	0.13402	0.20658	0.334	0.999927	6134	2	0.13402
TSNARE1	4	0.28047	0.34703	0.838571	7865	2	-0.23917	0.20668	0.334	0.999927	6135	1	-0.23917
ZNF396	4	0.71985	0.67128	0.93003	13757	1	0.25182	0.20672	0.334	0.999927	6136	2	0.25182
PRKACG	4	0.90292	0.87247	0.96551	17247	0	0.18714	0.20672	0.334	0.999927	6137	2	0.18714
GOLGA1	4	0.78537	0.73518	0.932695	14986	0	0.062794	0.20676	0.334	0.999927	6138	2	0.062794
RP9	4	0.27507	0.34375	0.838571	7739	2	0.066109	0.20678	0.334	0.999927	6139	2	0.066109
U2SURP	4	0.16229	0.23842	0.820598	5200	1	0.10799	0.20681	0.334	0.999927	6140	2	0.10799
FER1L6	4	0.85035	0.80436	0.943623	16267	0	0.25149	0.20684	0.334	0.999927	6141	2	0.25149
SRPK3	4	0.29591	0.36678	0.846967	8191	2	0.055466	0.20684	0.334	0.999927	6142	2	0.055466
FTO	4	0.048455	0.093166	0.799779	2197	2	-0.30675	0.20688	0.334	0.999927	6143	1	-0.30675
LRRC10	4	0.4756	0.49682	0.894736	10332	1	0.34209	0.20689	0.334	0.999927	6144	2	0.34209
TP53TG3D	4	0.83873	0.79219	0.94277	16053	0	-0.03368	0.20697	0.334	0.999927	6145	1	-0.03368
LONP1	4	0.75013	0.7058	0.932695	14321	0	0.13462	0.20704	0.334	0.999927	6146	2	0.13462
LRIT1	4	0.48751	0.50496	0.894736	10452	1	0.014917	0.20704	0.334	0.999927	6147	2	0.014917
NRN1L	4	0.39623	0.44405	0.890664	9471	1	0.34206	0.20711	0.334	0.999927	6148	2	0.34206
TRAPPC1	4	0.15222	0.22439	0.820598	4984	2	0.019391	0.20714	0.334	0.999927	6149	2	0.019391
OR51L1	4	0.96264	0.94974	0.987983	18382	0	0.15457	0.20721	0.33497	0.999927	6150	1	0.15457
ARAP1	4	0.40361	0.4506	0.894736	9543	1	-0.074808	0.20721	0.33497	0.999927	6151	1	-0.074808
MIA	4	0.73084	0.6828	0.930807	13954	1	-0.11256	0.20721	0.33497	0.999927	6152	1	-0.11256
PFKFB1	4	0.15966	0.23536	0.820598	5147	2	-0.24052	0.20732	0.33497	0.999927	6153	1	-0.24052
F3	4	0.023322	0.054416	0.728574	1177	2	-0.21789	0.20741	0.33497	0.999927	6154	2	-0.21789
ZNF610	4	0.02981	0.063026	0.728574	1445	1	0.18873	0.20745	0.33497	0.999927	6155	1	0.18873
ZBTB4	4	0.95721	0.94705	0.987983	18283	0	0.25795	0.20745	0.33497	0.999927	6156	2	0.25795
NCALD	4	0.12359	0.20883	0.820598	4347	2	-0.053654	0.20749	0.33497	0.999927	6157	2	-0.053654
C20orf203	4	0.27434	0.34264	0.838571	7717	2	-0.22198	0.20758	0.33686	0.999927	6158	1	-0.22198
PASD1	4	0.31915	0.38772	0.85137	8686	1	0.24949	0.20762	0.33686	0.999927	6159	2	0.24949
VIPR1	4	0.099509	0.18031	0.820598	3818	2	-0.47528	0.20765	0.33686	0.999927	6160	1	-0.47528
ZNF81	4	0.65801	0.59872	0.894736	12729	1	0.23655	0.20769	0.33686	0.999927	6161	2	0.23655
PRODH	4	0.92599	0.90514	0.978494	17682	0	0.1818	0.20773	0.33686	0.999927	6162	2	0.1818
CDKL1	4	0.25061	0.31407	0.83081	7195	1	0.10492	0.20791	0.33686	0.999927	6163	1	0.10492
TMEM222	4	0.20956	0.27872	0.820598	6293	2	-0.080758	0.20791	0.33686	0.999927	6164	1	-0.080758
ZNF395	4	0.95575	0.94617	0.987983	18259	0	0.32291	0.20797	0.33686	0.999927	6165	2	0.32291
SHANK1	4	0.28338	0.35334	0.838571	7932	2	-0.065311	0.20799	0.33686	0.999927	6166	2	-0.065311
C1orf53	4	0.90812	0.87839	0.966805	17352	0	0.35447	0.20803	0.33686	0.999927	6167	2	0.35447
PCCB	4	0.24778	0.31122	0.83081	7122	2	-0.24185	0.20804	0.33686	0.999927	6168	1	-0.24185
RNF182	4	0.94301	0.93151	0.986234	18018	0	0.28208	0.20812	0.33686	0.999927	6169	2	0.28208
PAG1	3	0.79669	0.75905	0.941928	15224	0	-0.038902	0.20818	0.3375	0.999927	6170	1	-0.038902
MTCH2	4	0.23842	0.30131	0.820598	6922	2	-0.0023952	0.20823	0.33686	0.999927	6171	2	-0.0023952
FAM83C	4	0.92018	0.89505	0.972573	17572	0	0.13002	0.2083	0.33686	0.999927	6172	1	0.13002
OR4M2	4	0.97174	0.96533	0.993827	18548	0	0.27322	0.2083	0.33686	0.999927	6173	2	0.27322
IGLL1	4	0.91582	0.88802	0.970131	17497	0	0.035148	0.20837	0.33686	0.999927	6174	1	0.035148
ASB4	4	0.66036	0.59872	0.894736	12777	1	0.25799	0.20843	0.33686	0.999927	6175	2	0.25799
SNCB	4	0.16183	0.23842	0.820598	5190	1	0.1259	0.20845	0.33686	0.999927	6176	2	0.1259
OTUB2	4	0.2721	0.34154	0.838571	7666	1	0.016322	0.20845	0.33686	0.999927	6177	1	0.016322
CST7	4	0.709	0.65973	0.925563	13560	1	-0.084065	0.2085	0.33686	0.999927	6178	1	-0.084065
RABL6	4	0.65783	0.59872	0.894736	12726	1	0.19455	0.20865	0.33686	0.999927	6179	2	0.19455
DDX21	4	0.79073	0.73664	0.932695	15094	0	0.17703	0.20872	0.33686	0.999927	6180	2	0.17703
CXCR3	4	0.59744	0.5722	0.894736	11855	1	0.09501	0.20876	0.33686	0.999927	6181	2	0.09501
CLDN20	4	0.033568	0.06446	0.728574	1615	1	0.20322	0.20876	0.33686	0.999927	6182	2	0.20322
C16orf54	4	0.41041	0.45553	0.894736	9604	1	-0.18276	0.2088	0.33686	0.999927	6183	1	-0.18276
LAD1	4	0.71945	0.67128	0.93003	13747	1	0.29191	0.20882	0.33686	0.999927	6184	2	0.29191
JKAMP	4	0.055799	0.10677	0.814067	2476	2	-0.20526	0.20885	0.33686	0.999927	6185	1	-0.20526
MEA1	4	0.83778	0.79219	0.94277	16034	0	0.20697	0.20891	0.33782	0.999927	6186	2	0.20697
PCDHGA3	4	0.92852	0.91118	0.981232	17731	0	0.17211	0.20891	0.33782	0.999927	6187	2	0.17211
EIF1AY	4	0.38494	0.43751	0.887767	9359	1	0.23069	0.20895	0.33782	0.999927	6188	2	0.23069
DCP2	4	0.10682	0.1906	0.820598	3992	1	0.18045	0.20898	0.33782	0.999927	6189	2	0.18045
TMEM249	4	0.010752	0.02881	0.728574	639	2	-0.23997	0.20902	0.33782	0.999927	6190	1	-0.23997
SLC16A7	4	0.87247	0.83957	0.962476	16677	0	0.13874	0.20905	0.33782	0.999927	6191	2	0.13874
KAT2B	4	0.64355	0.58702	0.894736	12501	1	0.37719	0.2091	0.33782	0.999927	6192	2	0.37719
ZNF141	4	0.59031	0.56389	0.894736	11764	1	0.18906	0.20911	0.33782	0.999927	6193	1	0.18906
SH3BP1	4	0.14781	0.22279	0.820598	4880	2	0.044068	0.20913	0.33782	0.999927	6194	2	0.044068
TEX9	4	0.51803	0.52146	0.894736	10823	1	0.095564	0.2092	0.33782	0.999927	6195	2	0.095564
FSTL3	4	0.2003	0.27601	0.820598	6083	2	-0.013637	0.20926	0.33782	0.999927	6196	2	-0.013637
KRR1	4	0.34593	0.41129	0.865798	9015	1	-0.23192	0.20928	0.33782	0.999927	6197	1	-0.23192
UPK1B	4	0.80922	0.76492	0.941928	15492	0	0.10059	0.20933	0.33884	0.999927	6198	1	0.10059
OSCP1	4	0.94637	0.93466	0.986234	18085	0	0.09791	0.20948	0.33884	0.999927	6199	1	0.09791
FHDC1	4	0.041428	0.076861	0.743401	1936	2	-0.40085	0.20948	0.33884	0.999927	6200	1	-0.40085
SCML1	4	0.44188	0.47538	0.894736	9951	1	0.25993	0.20953	0.33884	0.999927	6201	2	0.25993
KRTAP29-1	4	0.44449	0.47538	0.894736	9983	1	0.16272	0.20958	0.33884	0.999927	6202	2	0.16272
EEF2K	4	0.83319	0.78594	0.941928	15947	0	0.27933	0.20965	0.33884	0.999927	6203	2	0.27933
SAAL1	4	0.090748	0.17341	0.820598	3626	1	0.082654	0.20967	0.33884	0.999927	6204	1	0.082654
C2orf74	4	0.92541	0.90372	0.977238	17675	0	0.36312	0.20968	0.33884	0.999927	6205	2	0.36312
ACSBG1	4	0.071589	0.13602	0.820598	3098	3	-0.33957	0.20974	0.33884	0.999927	6206	1	-0.33957
OPN4	4	0.060032	0.11626	0.820598	2633	2	-0.38027	0.20981	0.33884	0.999927	6207	1	-0.38027
ERV3-1	4	0.064379	0.12334	0.820598	2803	2	-0.20798	0.20985	0.33884	0.999927	6208	1	-0.20798
LONRF1	4	0.92385	0.90155	0.975998	17654	0	0.09652	0.20989	0.33884	0.999927	6209	1	0.09652
CRCP	4	0.85248	0.80671	0.944757	16310	0	0.15552	0.20994	0.33884	0.999927	6210	2	0.15552
DOK7	4	0.30456	0.37416	0.850105	8374	2	0.080508	0.20997	0.33884	0.999927	6211	2	0.080508
GCFC2	4	0.48306	0.50003	0.894736	10408	1	0.22992	0.20998	0.33884	0.999927	6212	1	0.22992
TBC1D9	4	0.014411	0.036695	0.728574	803	2	0.087485	0.21007	0.34065	0.999927	6213	2	0.087485
XRRA1	4	0.76175	0.71377	0.932695	14564	0	0.10621	0.21007	0.34065	0.999927	6214	2	0.10621
EREG	4	0.15326	0.22439	0.820598	5007	2	-0.10782	0.21015	0.34065	0.999927	6215	1	-0.10782
MLEC	4	0.57083	0.55092	0.894736	11516	1	0.22622	0.21016	0.34065	0.999927	6216	2	0.22622
ANHX	4	0.69737	0.64817	0.925563	13363	1	0.30398	0.21016	0.34065	0.999927	6217	2	0.30398
TRMT13	4	0.27251	0.34154	0.838571	7677	1	-0.27756	0.21024	0.34065	0.999927	6218	1	-0.27756
MOV10	4	0.26421	0.32898	0.834089	7487	2	-0.018195	0.21028	0.34065	0.999927	6219	2	-0.018195
MTCL1	4	0.24179	0.3042	0.820598	7001	1	0.23376	0.21029	0.34065	0.999927	6220	2	0.23376
LETM2	4	0.34855	0.4145	0.865798	9036	1	0.20393	0.21034	0.34065	0.999927	6221	2	0.20393
PRRT3	4	0.71235	0.65973	0.925563	13615	1	0.064759	0.2104	0.34065	0.999927	6222	2	0.064759
MAS1L	4	0.23699	0.30131	0.820598	6892	2	0.069973	0.21048	0.34065	0.999927	6223	2	0.069973
MROH1	4	0.90363	0.87247	0.96551	17263	0	0.25164	0.2105	0.34065	0.999927	6224	1	0.25164
OIT3	4	0.20535	0.27872	0.820598	6212	2	0.004116	0.21059	0.34065	0.999927	6225	2	0.004116
GABRE	4	0.82985	0.78466	0.941928	15883	0	0.41991	0.21064	0.34065	0.999927	6226	2	0.41991
TSSK4	4	0.86486	0.82584	0.954808	16539	0	0.22432	0.21068	0.34065	0.999927	6227	1	0.22432
NLRP9	4	0.73025	0.6828	0.930807	13942	1	0.14962	0.21073	0.34065	0.999927	6228	2	0.14962
ABCA8	4	0.94265	0.93097	0.986234	18010	0	0.36985	0.21078	0.34248	0.999927	6229	2	0.36985
PLD1	4	0.9871	0.98641	0.999296	18837	0	0.38197	0.21078	0.34248	0.999927	6230	2	0.38197
SPATA8	4	0.24538	0.30623	0.824456	7084	1	0.35026	0.21081	0.34248	0.999927	6231	1	0.35026
PPP2R5C	4	0.10273	0.18406	0.820598	3891	1	-0.35693	0.2109	0.34248	0.999927	6232	1	-0.35693
NHEJ1	4	0.25719	0.32203	0.83311	7341	1	0.063064	0.21093	0.34248	0.999927	6233	2	0.063064
ATP6AP1L	4	0.12086	0.20496	0.820598	4284	2	-0.12018	0.21094	0.34248	0.999927	6234	1	-0.12018
CA5A	4	0.79548	0.7483	0.940999	15197	0	0.224	0.21098	0.34248	0.999927	6235	2	0.224
NOL4	4	0.38471	0.43589	0.886288	9358	1	0.10234	0.21101	0.34248	0.999927	6236	2	0.10234
JRKL	4	0.38509	0.43751	0.887767	9361	1	0.29779	0.21105	0.34248	0.999927	6237	2	0.29779
TAAR1	4	0.25454	0.32006	0.83311	7288	2	-0.18252	0.21116	0.34248	0.999927	6238	1	-0.18252
AADAC	4	0.74332	0.69603	0.932695	14185	0	0.22261	0.21125	0.34437	0.999927	6239	2	0.22261
QRFP	4	0.85734	0.81135	0.945438	16400	0	0.15788	0.21129	0.34437	0.999927	6240	1	0.15788
ERMARD	4	0.015249	0.037768	0.728574	840	2	-0.58008	0.21133	0.34437	0.999927	6241	1	-0.58008
TBC1D32	4	0.69504	0.64488	0.923574	13335	1	0.20464	0.21139	0.34437	0.999927	6242	2	0.20464
CADM4	4	0.085411	0.16328	0.820598	3487	2	0.013284	0.21139	0.34437	0.999927	6243	2	0.013284
CHURC1	4	0.0177	0.042603	0.728574	948	2	-0.12132	0.21142	0.34437	0.999927	6244	1	-0.12132
ANKRD13C	4	0.76528	0.71854	0.932695	14630	0	0.11881	0.21146	0.34437	0.999927	6245	2	0.11881
MEFV	4	0.64604	0.59362	0.894736	12538	1	0.3674	0.21146	0.34437	0.999927	6246	2	0.3674
C8orf4	4	0.40051	0.44735	0.892686	9519	1	0.10308	0.21146	0.34437	0.999927	6247	1	0.10308
COL21A1	4	0.090748	0.17341	0.820598	3625	1	0.072698	0.2115	0.34437	0.999927	6248	1	0.072698
STAMBP	4	0.79828	0.75399	0.940999	15260	0	-0.13746	0.21157	0.34437	0.999927	6249	1	-0.13746
PPP6R1	4	0.9783	0.97578	0.997757	18682	0	0.31864	0.21162	0.34437	0.999927	6250	2	0.31864
RGS21	4	0.96868	0.95911	0.991364	18490	0	0.3236	0.21168	0.34437	0.999927	6251	2	0.3236
IER5	4	0.44075	0.47538	0.894736	9939	1	0.35093	0.21169	0.34437	0.999927	6252	2	0.35093
CEP85	4	0.499	0.50991	0.894736	10595	1	0.038244	0.21179	0.34437	0.999927	6253	1	0.038244
ARHGEF33	4	0.93013	0.91247	0.981536	17773	0	0.24102	0.21187	0.34437	0.999927	6254	2	0.24102
FIBCD1	4	0.0073936	0.018607	0.664709	486	3	-1.3134	0.21192	0.34437	0.999927	6255	1	-1.3134
TUSC2	4	0.95816	0.94751	0.987983	18291	0	0.38495	0.21192	0.34437	0.999927	6256	2	0.38495
IL2RB	4	0.016849	0.039327	0.728574	912	2	-0.46421	0.21192	0.34437	0.999927	6257	1	-0.46421
PRDM14	4	0.8562	0.81135	0.945438	16380	0	0.1568	0.21206	0.34437	0.999927	6258	2	0.1568
PLEKHG2	4	0.10491	0.18994	0.820598	3940	1	0.43686	0.21207	0.34437	0.999927	6259	2	0.43686
TRIP11	4	0.3199	0.39051	0.853577	8700	2	0.017424	0.21209	0.34437	0.999927	6260	2	0.017424
RPS27A	4	0.46866	0.49185	0.894736	10252	1	0.3084	0.21214	0.34437	0.999927	6261	2	0.3084
HSPB8	4	0.27023	0.33529	0.837887	7624	1	-0.069267	0.21216	0.34437	0.999927	6262	1	-0.069267
UCN3	4	0.077145	0.15058	0.820598	3281	2	-0.066837	0.21219	0.34437	0.999927	6263	2	-0.066837
SAXO2	4	0.5088	0.51319	0.894736	10720	1	0.072242	0.21219	0.34437	0.999927	6264	2	0.072242
MPPE1	4	0.16347	0.24233	0.820598	5232	1	-0.092206	0.2122	0.34437	0.999927	6265	1	-0.092206
PRG2	4	0.79825	0.75399	0.940999	15259	0	0.24676	0.21222	0.34437	0.999927	6266	2	0.24676
KLHDC2	4	0.61702	0.57878	0.894736	12119	1	0.13434	0.21224	0.34437	0.999927	6267	2	0.13434
SEMA3F	4	0.64403	0.58702	0.894736	12513	1	-0.12114	0.21224	0.34437	0.999927	6268	1	-0.12114
VAT1	4	0.64348	0.58702	0.894736	12500	1	0.14692	0.21227	0.34437	0.999927	6269	2	0.14692
PIWIL3	4	0.51752	0.52146	0.894736	10815	1	0.25575	0.21227	0.34437	0.999927	6270	2	0.25575
VLDLR	4	0.96458	0.95346	0.989918	18416	0	0.2651	0.21231	0.34437	0.999927	6271	2	0.2651
B3GNT2	4	0.82289	0.78076	0.941928	15761	0	0.22269	0.21231	0.34437	0.999927	6272	2	0.22269
SWSAP1	4	0.48549	0.50496	0.894736	10435	1	0.31062	0.21236	0.34437	0.999927	6273	2	0.31062
DNAJC10	4	0.59009	0.56389	0.894736	11760	1	0.035901	0.21236	0.34437	0.999927	6274	2	0.035901
ARHGEF10L	4	0.4338	0.47041	0.894736	9852	1	0.11994	0.21238	0.34437	0.999927	6275	2	0.11994
LCORL	4	0.10565	0.18994	0.820598	3962	2	-0.071402	0.21249	0.34437	0.999927	6276	2	-0.071402
C2orf40	4	0.6203	0.58041	0.894736	12162	1	-0.048902	0.21251	0.34437	0.999927	6277	1	-0.048902
OR8B12	4	0.68036	0.62006	0.906567	13076	1	0.27819	0.21251	0.34437	0.999927	6278	2	0.27819
GAS2L1	4	0.74418	0.69935	0.932695	14205	0	-0.10099	0.21255	0.34437	0.999927	6279	1	-0.10099
RD3	4	0.78496	0.73518	0.932695	14978	0	0.047608	0.21261	0.34437	0.999927	6280	1	0.047608
PLEKHM3	4	0.90911	0.8792	0.967049	17372	0	0.17182	0.21266	0.34437	0.999927	6281	2	0.17182
RALB	4	0.23938	0.30131	0.820598	6937	1	0.13546	0.21272	0.34437	0.999927	6282	1	0.13546
LYPD4	4	0.45437	0.48033	0.894736	10093	1	0.20808	0.21278	0.34437	0.999927	6283	2	0.20808
OR52M1	4	0.72935	0.6828	0.930807	13922	1	0.027063	0.21281	0.34437	0.999927	6284	2	0.027063
TTC25	4	0.44536	0.47538	0.894736	9994	1	0.13751	0.2129	0.34437	0.999927	6285	1	0.13751
ARHGEF10	4	0.48511	0.5033	0.894736	10430	1	0.095128	0.21293	0.34437	0.999927	6286	2	0.095128
COMMD4	4	0.84137	0.79711	0.943623	16096	0	0.10344	0.21294	0.34437	0.999927	6287	2	0.10344
HCFC1	4	0.18625	0.26778	0.820598	5735	2	-0.51008	0.21301	0.34437	0.999927	6288	1	-0.51008
ROR1	4	0.42289	0.46211	0.894736	9733	1	0.20154	0.21309	0.34437	0.999927	6289	2	0.20154
SRCAP	4	0.96779	0.95803	0.991109	18475	0	0.32243	0.21309	0.34437	0.999927	6290	2	0.32243
MAPK8IP1	4	0.85365	0.80786	0.945234	16334	0	0.14039	0.21316	0.34437	0.999927	6291	1	0.14039
KRT73	4	0.48533	0.50496	0.894736	10432	1	0.00072397	0.21324	0.34437	0.999927	6292	1	0.00072397
CKMT1A	3	0.42659	0.41756	0.868146	9782	1	-0.060723	0.21325	0.34054	0.999927	6293	1	-0.060723
MEOX1	4	0.68339	0.62666	0.910168	13126	1	0.12579	0.21333	0.34437	0.999927	6294	2	0.12579
ATP5S	4	0.89745	0.86902	0.96551	17136	0	0.13331	0.21335	0.34437	0.999927	6295	2	0.13331
DUSP12	4	0.83432	0.78845	0.941928	15970	0	0.28481	0.21335	0.34437	0.999927	6296	2	0.28481
RAB5B	4	0.79324	0.74397	0.939015	15146	0	0.18749	0.21339	0.34437	0.999927	6297	2	0.18749
OR7G3	4	0.22529	0.29256	0.820598	6653	2	-0.15588	0.21346	0.34437	0.999927	6298	1	-0.15588
LGALSL	4	0.13576	0.2189	0.820598	4631	1	0.18712	0.21349	0.34437	0.999927	6299	2	0.18712
C15orf26	4	0.22607	0.29444	0.820598	6670	1	0.09874	0.21358	0.34437	0.999927	6300	2	0.09874
NCAM2	4	0.88543	0.85917	0.96551	16921	0	0.23262	0.21361	0.34437	0.999927	6301	2	0.23262
POLD2	4	0.6578	0.59872	0.894736	12725	1	0.3301	0.21375	0.34437	0.999927	6302	2	0.3301
SH2D5	4	0.044575	0.082794	0.76863	2045	2	-0.45453	0.21381	0.34437	0.999927	6303	1	-0.45453
PCBP2	4	0.4772	0.49682	0.894736	10347	1	0.0022582	0.21389	0.34437	0.999927	6304	2	0.0022582
FOXK2	4	0.97101	0.96368	0.993827	18530	0	0.27482	0.21391	0.34617	0.999927	6305	2	0.27482
LBX1	4	0.38279	0.43589	0.886288	9336	1	0.08005	0.21394	0.34617	0.999927	6306	1	0.08005
PP2D1	4	0.14236	0.22041	0.820598	4770	2	-0.080913	0.21405	0.34617	0.999927	6307	2	-0.080913
PTPRT	4	0.69053	0.63326	0.912538	13265	1	0.033156	0.21411	0.34617	0.999927	6308	2	0.033156
